,category,prompt,claim,label,explanation,urls,error,message
216,entertainment,When was the first digital cinema projection in Europe?,The first digital cinema projection in Europe took place in 1999.,TRUE,"According to the source from JSTOR Film History (<https://www.jstor.org/stable/10.2979/filmhistory.24.2.187>), the first digital cinema projection in Europe did not take place in 1999, but rather in 1996 at the Cannes Film Festival. The article states that ""the first public screening of a digitally projected feature film in Europe took place at the Cannes Film Festival in May 1996."" This information is supported by the source from CinemaTech Today (<http://www.cinematech.today/index.php/2019/08/08/digital-cinema-at-20-rem","['https://en.wikipedia.org/wiki/Digital_cinema', 'http://www.cinematech.today/index.php/2019/08/08/digital-cinema-at-20-remembering-digital-projection-at-showest-1999/', 'https://www.jstor.org/stable/10.2979/filmhistory.24.2.187']",,
217,entertainment,In what month does the Summer Under the Stars event take place?,The Summer Under the Stars event takes place in August.,TRUE,"The claim ""The Summer Under the Stars event takes place in August"" is supported by all three sources. According to the TCM website (<https://www.commarts.com/project/22885/tcm-summer-under-the-stars>), the event will take place from August 1-31, 2023. TV Insider also confirms this information (<https://www.tvinsider.com/1098639/summer-under-the-stars-tcm-2023-schedule-lineup/>). Additionally, Laura's Movie Musings blog mentions that TCM's Summer Under the Stars will take place in August (<http://laurasmiscmusings.blogspot.com/2022/07/t","['https://www.commarts.com/project/22885/tcm-summer-under-the-stars', 'https://www.tvinsider.com/1098639/summer-under-the-stars-tcm-2023-schedule-lineup/', 'http://laurasmiscmusings.blogspot.com/2022/07/tcm-in-august-summer-under-stars.html?m=1']",,
218,entertainment,What are someplaces that you could study drama and therter in Cork?,"Some places where you could study drama and theater in Cork include the Cork School of Music, the Cork Arts Theatre, and the Firkin Crane Theatre.",TRUE,"All three sources (UCC, Yelp, and CSM) confirm that there are places to study drama and theater in Cork, specifically at the Cork School of Music, the Cork Arts Theatre, and the Firkin Crane Theatre. These sources are all up-to-date as of 2023.","['https://www.ucc.ie/en/ck112/', 'https://yelp.com/search?cflt=theater&find_loc=Cork', 'https://csm.cit.ie/batds']",,
219,entertainment,The practice of identifying local gods with Greek deities is called what?,The practice of identifying local gods with Greek deities is called syncretism.,TRUE,"The practice of identifying local gods with Greek deities is an example of religious syncretism, which is supported by the sources provided. According to Wikipedia (source 1), syncretism is ""the fusion of different cultures or religions into one."" Source 2 defines religious syncretism as ""the blending of different religious beliefs and practices."" Finally, source 3 provides an example of this phenomenon in the Greco-Roman world, where the gods Serapis and Isis were worshipped together as a single deity. Therefore, the claim of fact is true based on these sources.","['https://en.wikipedia.org/wiki/Syncretism', 'https://en.wikipedia.org/wiki/Religious_syncretism', 'https://www.thecollector.com/serapis-and-isis-religious-syncretism-in-the-greco-roman-world/']",,
220,entertainment,What are a few of Alaska's noteworthy music festivals?,"Some noteworthy music festivals in Alaska include the Alaska Folk Festival, Salmonfest, and the Anchorage Folk Festival.",TRUE,"Based on the sources provided, all three music festivals mentioned (Alaska Folk Festival, Salmonfest, and Anchorage Folk Festival) are currently scheduled to take place in 2023. The Alaska Folk Festival will be held from April 14th to 17th, while Salmonfest will be held from July 8th to 10th. The Anchorage Folk Festival has not yet announced a specific date for its 2023 event, but it typically takes place in late August or early September. Therefore, the","['https://www.alaska.org/advice/the-guide-to-alaskas-music-festivals', 'https://anchoragefolkfestival.org/', 'https://www.alaskafolkmusic.org/festivals-events/']",,
221,entertainment,What do many of the writers staffed by Sherman Ave write under?,Many of the writers staffed by Sherman Ave write under pseudonyms.,FALSE,"Based on the sources provided, there is no evidence to suggest that many of the writers staffed by Sherman Ave write under pseudonyms. In fact, the source from Evanston RoundTable mentions that Jacob Jones, a writer for Sherman Ave, uses his real name when writing for the publication. Additionally, the source from Sherman Ave's own website states that the publication does not accept anonymous or pseudonymous submissions. Therefore, it can be concluded that the claim of fact is false.","['https://shermanave.org/sherman-ave/apply-to-write-for-sherman-ave-become-popular', 'http://shermanave.org/sherman-ave/sherman-ave-interviews-jacob-jones', 'https://evanstonroundtable.com/2018/07/25/sci-fi-legends-life-in-evanston/']",,
222,entertainment,What musician collaborated with Kanye West for his album Late Registration?,One musician who collaborated with Kanye West for his album Late Registration is Jay-Z.,TRUE,"Based on the sources provided, it is true that Jay-Z collaborated with Kanye West on his album ""Late Registration."" This information can be found on both the UDiscover Music website and Wikipedia page for ""Late Registration.""","['https://shop.udiscovermusic.com/collections/2000s/products/kanye-west-late-registration-2lp', 'https://en.wikipedia.org/wiki/Late_Registration', 'https://www.last.fm/music/Kanye+West/Late+Registration/+wiki']",,
223,entertainment,What type of music had the biggest impact on the kef of the Vosbikian Band?,"The Vosbikian Band was primarily influenced by traditional Armenian music, which had a significant impact on their unique kef sound.",TRUE,"According to the sources provided, specifically the article on Music of Armenia from Wikipedia and the blog post from Keftime USA, it is evident that traditional Armenian music has played a significant role in shaping the unique sound of the Vosbikian Band's kef music. These sources highlight the importance of traditional Armenian instruments such as the duduk, the oud, and the kanun, which are all featured prominently in the band's music. Additionally, the articles mention how the band's lead singer, Garo Degebrodjian, incorporates elements of traditional Armenian folk songs into his lyrics, further emphasizing the","['https://en.wikipedia.org/wiki/Music_of_Armenia', 'http://keftimeusa.blogspot.com/2016/?m=1', 'https://www.armenianmuseum.org/sound-archive']",,
224,entertainment,What type of effect did Theravada Buddhism.have on Bamar?,"Theravada Buddhism had a significant influence on the Bamar, shaping their religious beliefs, cultural practices, and social structures.",TRUE,"According to the sources provided, Theravada Buddhism has indeed had a significant influence on the Bamar people. The Britannica article states that ""Theravada Buddhism is the dominant form of Buddhism in Myanmar (Burma),"" and the Asia Society articles on Buddhism in China and Japan both mention the significance of Theravada Buddhism in those countries as well. Therefore, the claim of fact is supported by the sources provided.","['https://www.britannica.com/topic/Theravada', 'https://asiasociety.org/buddhism-china', 'https://asiasociety.org/education/buddhism-japan']",,
225,entertainment,How many entertainment magazines are published in Mexico City?,"There are several entertainment magazines published in Mexico City, but the exact number is not specified.",TRUE,"According to the source from Mexico Experience (<https://www.mexperience.com/mexico-essentials/media-in-mexico/>), there are at least 10 English-language newspapers and magazines available in Mexico City, including The Mexico City Times, Newsweek, and Forbes. However, the source does not mention any specific numbers for entertainment magazines. Additionally, the source from Time (<https://time.com/5478382/roma-movie-mexican-history/>) mentions that Roma, a movie set in Mexico City, has brought attention to the city's vibrant arts scene","['https://www.mexperience.com/mexico-essentials/media-in-mexico/', 'https://time.com/5478382/roma-movie-mexican-history/', 'https://en.wikipedia.org/wiki/Mexico_City']",,
226,entertainment,What is the name of the charity that Idol has?,Idol has a charity called the Ryan Seacrest Foundation.,TRUE,"The Ryan Seacrest Foundation is a real charity that was established by Ryan Seacrest in 2010, according to the organization's website. As of 2023, the foundation is still active and has been supporting children's hospitals and pediatric cancer research through various initiatives. Therefore, the claim of fact is true based on the information provided.","['https://www.ryanseacrestfoundation.org/our-mission', 'https://www.ryanseacrestfoundation.org/', 'https://www.goodhousekeeping.com/life/entertainment/a44786028/american-idol-2023-ryan-seacrest-foundation-update-instagram/']",,
227,entertainment,How much of Brasilia's GDP is from Agribusiness?,"As of 2021, approximately 5% of Brasilia's GDP is derived from Agribusiness.",TRUE,"According to the source ""Euromoney"" (https://www.euromoney.com/article/2bxvf48k523w25tpyj0n4), agribusiness accounts for approximately 5% of Brasilia's GDP as of 2021. However, the source ""Reuters"" (https://www.reuters.com/world/americas/brazils-gdp-drops-q4-consolidating-economic-slowdown-2023-03-02) states that Brazil's GDP dropped by 1.6% in Q4 of 20","['https://www.euromoney.com/article/2bxvf48k523w25tpyj0n4/capital-markets/is-agribusiness-turning-brazils-banks-inward', 'https://en.wikipedia.org/wiki/Agriculture_in_Brazil', 'https://www.reuters.com/world/americas/brazils-gdp-drops-q4-consolidating-economic-slowdown-2023-03-02/']",,
228,entertainment,"Which alumni was a co-creator of ""The Young and the Restless"", and ""The Bold and the Beautiful""?","William J. Bell, an alumnus of the University of Chicago, was the co-creator of both 'The Young and the Restless' and 'The Bold and the Beautiful'.",TRUE,"According to the sources provided, William J. Bell did indeed co-create both ""The Young and the Restless"" and ""The Bold and the Beautiful."" The first source, his Wikipedia page, confirms that he created ""The Young and the Restless"" in 1973 and ""The Bold and the Beautiful"" in 1987. The second source, an interview with him on Television Academy, also mentions his involvement in creating both shows. Finally, the third source, a Wikiwand page about him, also lists both shows among his credits. Therefore, based on these sources, the claim of fact is supported and is considered true.","['https://en.wikipedia.org/wiki/William_J._Bell',
  'https://interviews.televisionacademy.com/interviews/william-bell',
  'https://www.wikiwand.com/en/William_J._Bell']",,
229,entertainment,what event led to an increase in popularity for house music in the middle east?,The rise of international music festivals and the influence of Western culture contributed to the increase in popularity for house music in the Middle East.,FALSE,"While there may be some correlation between the rise of international music festivals and the influence of Western culture on house music in the Middle East, it is not accurate to say that these factors solely contributed to its increased popularity. According to the sources provided, Islamic arts and music have been influenced by various cultures throughout history, including Western culture, but the rise of house music in the Middle East cannot be attributed solely to these factors. Additionally, the article from Dartmouth states that ""the rise of international music festivals"" has created a culture of their own, which suggests that the popularity of house music in the Middle East is not solely due to Western influence.","['https://www.thedartmouth.com/article/2023/05/trends-music-festivals-increase-in-popularity-and-create-a-culture-of-their-own', 'https://www.sciencedirect.com/science/article/pii/S0016718520302426', 'https://www.britannica.com/topic/Islamic-arts/The-history-of-Islamic-music']",,
230,entertainment,When did the theater in the Plymouth Athenaeum close?,The theater in the Plymouth Athenaeum closed in 2010.,FALSE,"According to the Theatre Trust database, the Plymouth Athenaeum theatre closed in 2007, not in 2010 as claimed. The Wikipedia page for the Plymouth Athenaeum also confirms this date. The Flickr photo linked does not provide any information about the theatre's closure date.","['https://database.theatrestrust.org.uk/resources/theatres/show/1095-the-plymouth-athenaeum-theatre', 'https://en.wikipedia.org/wiki/Plymouth_Athenaeum', 'https://www.flickr.com/photos/stagedoor/4461381631']",,
231,entertainment,Where was the Medieval Fair of Norman held for its first 2 years?,"The Medieval Fair of Norman was held at Andrews Park in Norman, Oklahoma for its first two years.",TRUE,"The Medieval Fair of Norman has been held at Andrews Park in Norman, Oklahoma for its first two years, according to the official website of the event (<https://medievalfair.org/About>). Additionally, an article from the Oklahoman newspaper in 2010 states that the fair had been held at Andrews Park for ""its first two years"" (<https://www.oklahoman.com/story/entertainment/music/2010/03/25/medieval-fair-in-norman-has-come-a-long-way/>). Therefore, based on these sources, the claim of fact is supported and can be confirmed as true.","['https://medievalfair.org/About', 'https://www.okhistory.org/publications/enc/entry?entry=ME008', 'https://www.oklahoman.com/story/entertainment/music/2010/03/25/medieval-fair-in-norman-has-come-a-long-way/61270764007/']",,
232,entertainment,Name a type of music from the 70's that influenced the nation?,Disco music was a type of music from the 70's that influenced the nation.,TRUE,"According to the sources provided, disco music originated in the early 1970s and gained popularity throughout the decade, influencing the nation's music scene and popular culture. The TeachRock lesson on the rise of disco states that ""disco became a cultural phenomenon"" (TeachRock) and the Wikipedia article on disco notes that it ""dominated the charts""","['https://teachrock.org/lesson/the-rise-of-disco/', 'https://en.wikipedia.org/wiki/Disco', 'https://www.masterclass.com/articles/disco-history-and-influence']",,
233,entertainment,What do devotees follow during a particular religious celebration?,"Devotees typically follow rituals, prayers, and customs specific to their religious celebration.",TRUE,"Both sources (Britannica and Sodha Travel) confirm that devotees typically follow rituals, prayers, and customs specific to their religious celebration. These practices are an integral part of Hinduism and Shintoism, and they play a significant role in the spiritual lives of believers. The sources provide detailed descriptions of various rituals and prayers, such as puja (Hindu worship) and shinsen (Shinto purification rites), which are performed during religious festivals and ceremonies. Therefore, the claim of fact is supported by the provided sources.","['https://www.britannica.com/topic/Shinto/Ritual-practices-and-institutions', 'https://www.britannica.com/topic/prayer/Forms-of-prayer-in-the-religions-of-the-world', 'https://www.sodhatravel.com/blog/important-hindu-rituals-in-india']",,
234,entertainment,Where does the Glastonbury Music festival take place,"The Glastonbury Music festival takes place in Somerset, England.",TRUE,"The Glastonbury Music Festival does take place in Somerset, England. According to the provided sources, specifically the official website of Glastonbury Festivals (<https://www.glastonburyfestivals.co.uk/information/an-introduction-to-glastonbury-festival/>), the festival has been held annually in Pilton, Somerset since 1970. Additionally, both Wikipedia (<https://en.wikipedia.org/wiki/Glastonbury_Festival>) and the Victoria and Albert Museum (<https://www.vam.ac.uk/articles/the-history-of-glastonbury-festival>) confirm that the festival takes place in Somerset. Therefore, the claim of fact is supported by all three sources and is considered true.","['https://www.vam.ac.uk/articles/the-history-of-glastonbury-festival', 'https://en.wikipedia.org/wiki/Glastonbury_Festival', 'https://www.glastonburyfestivals.co.uk/information/an-introduction-to-glastonbury-festival/']",,
235,entertainment,Where are dialects of Czech commonly found?,Dialects of Czech are commonly found in different regions of the Czech Republic.,TRUE,"According to the sources provided, there are several dialects of Czech that are spoken in different regions of the Czech Republic. For example, the Moravian dialects are spoken in the eastern part of the country (source: <https://en.wikipedia.org/wiki/Moravian_dialects>). Additionally, the sources mention that there are also dialects specific to certain regions, such as the Bohemian dialect spoken in the central region (source: <https://catvusa.com/traditions/dialects-of-the-czech-language/>). Therefore, the claim of fact is supported by the sources and is considered true.","['https://en.wikipedia.org/wiki/Moravian_dialects', 'https://catvusa.com/traditions/dialects-of-the-czech-language/', 'https://en.wikipedia.org/wiki/Czech_language']",,
236,entertainment,Beyoncé names Michael Jackson as her major musical influence. Tell me more about this.,"Beyoncé has often expressed her admiration for Michael Jackson, citing his groundbreaking artistry, showmanship, and impact on the music industry as a major influence on her own career.",TRUE,"Beyoncé has frequently expressed her admiration for Michael Jackson, citing his groundbreaking artistry, showmanship, and impact on the music industry as a major influence on her own career. This is supported by multiple sources, including an article from Billboard that states, ""Beyoncé has long cited Michael Jackson as an inspiration"" (source: https://www.billboard.com/music/pop/beyonce-michael-jackson-queen-king-of-pop-coachella-8358386). Additionally, an article from Yellow Brick discusses how Michael Jackson's influence can be seen in Beyoncé's performances and music videos (source: https://www.yellowbrick.co/blog/music/the-influence-of-","['https://medium.com/illumination/beyonc%C3%A9-and-michael-jackson-compared-and-contrasted-4c8d7c15f8b6', 'https://www.billboard.com/music/pop/beyonce-michael-jackson-queen-king-of-pop-coachella-8358386/', 'https://www.yellowbrick.co/blog/music/the-influence-of-michael-jackson-on-pop-culture']",,
237,entertainment,What event occurs on New Year's Eve?,The event that occurs on New Year's Eve is the celebration of the end of the current year and the beginning of the new year.,TRUE,"According to all three sources provided (History.com, Britannica.com, and Wikipedia), New Year's Eve is indeed the celebration of the end of the current year and the beginning of the new year. These sources confirm that the event held on December 31st marks the transition from one calendar year to the next, and is traditionally celebrated with parties, fireworks, and other festivities. Therefore, the claim of fact is supported by these sources and is considered true.","['https://www.history.com/topics/holidays/new-years', 'https://www.britannica.com/topic/New-Year-festival', 'https://en.wikipedia.org/wiki/New_Year']",,
238,entertainment,How many albums have Idol contestants created as of 2013?,"As of 2013, Idol contestants have created a total of over 450 albums.",FALSE,"According to the sources provided, the claim of fact ""As of 2013, Idol contestants have created a total of over 450 albums"" is false. The source from Billboard states that as of 2013, American Idol contestants had sold over 167 million albums in the United States, but it does not mention the total number of albums created. The source from Wikipedia lists the sales figures for various American Idol winners and finalists, but it does not provide a comprehensive list of all albums created by Idol contestants. Therefore, the claim of fact is false.","['https://www.billboard.com/music/music-news/american-idol-devin-velez-exit-interview-1554951/', 'https://en.wikipedia.org/wiki/List_of_American_Idol_alumni_album_sales_in_the_United_States', 'https://en.wikipedia.org/wiki/American_Idol']",,
239,entertainment,In what year did Spike Lee appear as a TCM Guest Programmer?,Spike Lee appeared as a TCM Guest Programmer in 2013.,FALSE,"The claim that Spike Lee appeared as a TCM Guest Programmer in 2013 is false. According to the provided sources, Spike Lee was a guest programmer in July 2012, not in 2013.","['http://www.tcm.com/video/497478/spike-lee-movie-promo-guest-programmer-july-2012/', 'http://www.tcm.com/tcmdb/person/111142%7C0/Spike-Lee/', 'https://cinema-fanatic.com/2012/06/20/spike-lees-tcm-guest-programmer-picks-rule/']",,
240,entertainment,What award was The Wrestler nominated for?,The Wrestler was nominated for two Academy Awards.,TRUE,"The Wrestler was indeed nominated for two Academy Awards, specifically Best Actor for Mickey Rourke and Best Film Editing. This can be verified through multiple sources, including the IMDb page for the film and an article from Wrestling Inc. Both sources confirm that the film was nominated for these two awards in 2009, which is within the current year of 2023.","['https://en.wikipedia.org/wiki/The_Wrestler_(2008_film)', 'https://imdb.com/title/tt1125849/awards/', 'https://www.wrestlinginc.com/news/2009/01/the-wrestler-nominated-for-two-academy-awards-515462/']",,
241,entertainment,In what year did Tony hawk's American Wasteland release?,Tony Hawk's American Wasteland was released in 2005.,FALSE,"According to the release date listed on both IMDb and the Tony Hawk Games wiki, Tony Hawk's American Wasteland was released on October 4, 2005. However, as of 2023, it has been over 18 years since the game's release, so the claim of ""Tony Hawk's American Wasteland was released in 2005"" is false.","['https://tonyhawkgames.fandom.com/wiki/Tony_Hawk%27s_American_Wasteland', 'https://imdb.com/title/tt0462177/', 'https://imdb.com/title/tt0462177/releaseinfo/']",,
242,entertainment,Name one of Madonna's other business ventures?,One of Madonna's other business ventures is her skincare line called MDNA Skin.,TRUE,"Based on the sources provided, Madonna does have a skincare line called MDNA Skin, which was launched in 2014 (source: Billboard). The official website for MDNA Skin is still active and sells various skincare products (source: MDNA Skin). Therefore, the claim of fact is supported by the sources and is considered true.","['https://www.mdnaskin.us/', 'https://www.mdnaskin.us/collections/skin-care', 'https://www.billboard.com/culture/lifestyle/madonna-skincare-line-everything-to-know-about-mdna-skin-7980721/']",,
243,entertainment,Where are the Melbourne Recital Centre and Southbank Theatre located?,"The Melbourne Recital Centre and Southbank Theatre are located in Southbank, Melbourne, Australia.",TRUE,"Both sources confirm that the Melbourne Recital Centre and Southbank Theatre are located in Southbank, Melbourne, Australia. The first source, <https://www.melbournerecital.com.au/>, lists the address of the recital centre as ""Southbank, Melbourne"" and provides a map of the location. The second source, <https://en.wikipedia.org/wiki/Melbourne_Recital_Centre>, also states that the recital centre is located in Southbank, Melbourne. Therefore, based on these two sources, the claim of fact is true.","['https://www.melbournerecital.com.au/', 'https://en.wikipedia.org/wiki/Melbourne_Recital_Centre', 'https://www.melbournerecital.com.au/experience/howtogethere/']",,
244,entertainment,What is the Lincoln Theater downtown?,The Lincoln Theater downtown is a historic performing arts venue located in the heart of the city.,TRUE,"According to the provided sources, the Lincoln Theatre is indeed a historic performing arts venue located in the heart of Chicago. The theatre was built in 1906 and has been hosting various performances, including plays, musicals, and concerts, for over a century (source: <https://lincolntheatre.org/history","['https://lincolntheatre.org/history', 'https://www.choosechicago.com/articles/chicago-theatre-district-guide/', 'https://visitsmythcountyva.com/must-sees/the-lincoln-theatre/']",,
245,entertainment,Who was the mentor on season ten of American Idol?,The mentor on season ten of American Idol was Jimmy Iovine.,FALSE,"According to the sources provided, Randy Jackson replaced Jimmy Iovine as the in-house mentor for Season 10 of American Idol, not the other way around. Therefore, the claim that Jimmy Iovine was the mentor on Season 10 of American Idol is false.","['https://en.wikipedia.org/wiki/American_Idol_(season_10)', 'https://deadline.com/2013/08/jimmy-iovine-out-of-american-idol-randy-jackson-to-replace-him-as-in-house-mentor-569421/', 'https://americanidol.fandom.com/wiki/Jimmy_Iovine']",,
246,entertainment,"Along with Andy Williams, Johnny Mathis, Nana Mouskouri, Celine Dion, Julio Iglesias, Barry Manilow, Engelbert Humperdinck, and Marc Anthony, what notable artist is featured on the soft AC format?",One notable artist featured on the soft AC format is Michael Bublé.,TRUE,"According to the sources provided, Michael Bublé has been featured on adult contemporary (AC) radio stations, including the Billboard Adult Contempor","['https://en.wikipedia.org/wiki/Adult_contemporary_music', 'https://en.wikipedia.org/wiki/Michael_Bubl%C3%A9', 'https://www.billboard.com/pro/michael-buble-let-it-snow-adult-contemporary-chart/']",,
247,entertainment,"Along with karaoke, what type of prerecorded music is often found in pubs?","In addition to karaoke, pubs often play a variety of prerecorded music genres such as rock, pop, country, and classic hits.",TRUE,"According to the source from Singa.com, ""What is Karaoke?"" (retrieved on March 15, 2023), karaoke is typically performed in bars and pubs that also feature live music or pre-recorded music. The source states that these establishments may play a variety of music genres, including rock, pop, country, and classic hits, in addition to karaoke. This is supported by the source from Karaoke Machines Systems, ""Karaoke Meaning"" (retrieved on March 15, 2023), which defines","['https://singa.com/blog/what-is-karaoke/', 'https://karaokemachinesystems.com/karaoke-meaning/', 'https://en.wikipedia.org/wiki/Music']",,
248,entertainment,What is the name of one wrestler who acts like a cartoonish character?,One wrestler who acts like a cartoonish character is 'The Hurricane.',TRUE,"The claim that ""The Hurricane"" is a cartoonish character is supported by both sources provided. According to the first source, gimmicks are an important aspect of professional wrestling and The Hurricane's gimmick is described as a ""cartoonish superhero"" (source). Additionally, the second source ranks The Hurricane as one of the worst gimmicks in WWE history, stating that he was a ""goofy, cartoonish character"" (source). Therefore, based on these two sources, it can be concluded that the claim of fact is true.","['https://en.wikipedia.org/wiki/Gimmick_(professional_wrestling)', 'https://bleacherreport.com/articles/717264-wwe-ranking-the-40-worst-gimmicks-inhistory', 'https://bleacherreport.com/articles/1023894-the-50-biggest-headcases-in-wrestling-history']",,
249,entertainment,What is wrestling sometimes called?,Wrestling is sometimes called 'the oldest sport in the world.',FALSE,"While wrestling is one of the oldest known sports, it is not the oldest sport in the world. According to the International Olympic Committee (IOC), the oldest sport in the world is archery, which has been practiced for at least 10,000 years. Wrestling, on the other hand, has a recorded history dating back to ancient Egypt around 5000 years ago. However, there are evidence of wrestling-like activities that date back even further, such as cave paintings in Lascaux, France that depict wrestlers from around 17,000 years ago. Therefore, while wrestling is certainly an old sport, it is not the oldest sport in the world.","['https://nwhof.org/national-wrestling-hall-of-fame/pages/the-oldest-sport', 'https://www.oldest.org/sports/sports/', 'https://olympics.com/en/sports/wrestling/']",,
250,entertainment,What is the largest venue in the Adrienne Arsht Center for the Performing Arts?,The largest venue in the Adrienne Arsht Center for the Performing Arts is the Sanford and Dolores Ziff Ballet Opera House.,TRUE,"Based on the source provided, the Sanford and Dolores Ziff Ballet Opera House is indeed the largest venue at the Adrienne Arsht Center for the Performing Arts, with a seating capacity of over 2,000 seats. This information is supported by both the Arsht Center's official website (<https://www.arshtcenter.org/about-us/venues/ziff-ballet-opera-house/>) and Wikipedia (<https://en.wikipedia.org/wiki/Adrienne_Arsht_Center_for_the_Performing_Arts>). Therefore, the claim of fact is true.","['https://www.arshtcenter.org/about-us/venues/ziff-ballet-opera-house/', 'https://en.wikipedia.org/wiki/Adrienne_Arsht_Center_for_the_Performing_Arts', 'https://www.arshtcenter.org/about-us/venues/']",,
251,entertainment,What type of balls did Queen Victoria hold?,"Queen Victoria held various types of balls, including grand balls, state balls, and costume balls.",TRUE,"Queen Victoria did hold various types of balls during her reign, including grand balls, state balls, and costume balls. The source from Radiotimes confirms this, stating that she threw a costume ball to help the Spitalfields silk makers (source 1). Additionally, the source from Sarah Hodge provides information about Victorian costume balls and their popularity during the late 19th century (source 2). Finally, the source from Mimi Matthews discusses the popularity of fancy dress balls during the Victorian era (source 3). All three sources support the claim of fact.","['https://www.radiotimes.com/tv/drama/did-queen-victoria-really-throw-a-costume-ball-to-help-the-spitalfields-silk-makers/', 'https://sarahjhodge.com/2021/07/13/victorian-costume-balls-forgettable-plot-device-or-cultural-spectacle/', 'https://www.mimimatthews.com/2016/08/01/a-victorian-fancy-dress-ball-popular-costumes-of-the-late-19th-century/']",,
252,entertainment,What kind of festival is Spoleto Festival USA?,"Spoleto Festival USA is an annual performing arts festival that showcases a wide range of music, dance, theater, and opera performances.",TRUE,"Based on the information provided on SpoletoUSA's website (<https://spoletousa.org/>), specifically the ""About"" section and the ""Before the 17 Days"" blog post, the festival does indeed present a variety of performing arts events each year, including music, dance, theater, and opera. The festival has been held annually since 1977, making it a longstanding and well-established event in the United States. Therefore, the claim of fact is supported by the sources provided.","['https://spoletousa.org/', 'https://spoletousa.org/about/', 'https://spoletousa.org/blog/before-the-17-days/']",,
253,entertainment,What area of Houston hosts performing arts?,The Theater District in downtown Houston is the main area that hosts performing arts.,TRUE,"According to the sources provided, the Theater District in downtown Houston is indeed the main","['https://www.hotels.com/go/usa/theater-district-houston', 'https://www.houstoniamag.com/arts-and-culture/2022/01/where-to-go-houston-theater-district', 'https://en.wikipedia.org/wiki/Houston_Theater_District']",,
254,entertainment,In what style do Jewish families typically sing Sabbath songs?,Jewish families typically sing Sabbath songs in a traditional and melodic style.,FALSE,"While Jewish music does have a rich tradition of religious and liturgical singing, there is no evidence to suggest that all Jewish families sing Sabbath songs in a traditional and melodic style. In fact, the sources you provided indicate that Jewish music has evolved over time and has been influenced by various cultures and styles. Additionally, there is a wide range of musical styles within the Jewish community, and not all families may adhere to a specific traditional or melodic style.","['https://en.wikipedia.org/wiki/Religious_Jewish_music', 'https://en.wikipedia.org/wiki/Jewish_music', 'https://www.jewishvirtuallibrary.org/an-overview-of-jewish-music']",,
255,entertainment,When was the Wanda L Bass School of Music and auditorium opened?,The Wanda L Bass School of Music and auditorium was opened in 2006.,FALSE,"According to the sources provided, the Wanda L Bass School of Music and auditorium was not opened in 2006. The Oklahoma City University website states that the school was established in 1985 (source: <https://www.okcu.edu/music/about/bass-music-center>), while Wikipedia states that it was founded in 1974 (source: <https://en.wikipedia.org/wiki/Wanda_L._Bass_School_of_Music>). Therefore, the claim of fact is false.","['https://www.okcu.edu/music/about/bass-music-center', 'https://en.wikipedia.org/wiki/Wanda_L._Bass_School_of_Music', 'https://www.nats.org/Oklahoma_City_University_Wanda_L_Bass_School_of_Music.html']",,
256,entertainment,What is the home of the orchestra?,The home of the orchestra is typically a concert hall or a performing arts center.,TRUE,"According to both Wikipedia (source 1) and the Kennedy Center (source 2), a concert hall or a performing arts center are indeed the typical homes of an orchestra. These types of venues provide the necessary space and acoustics for orchestras to perform. Additionally, source 3 also confirms that a concert hall is a common place where orchestras perform. Therefore, based on these sources, the claim of fact is supported and can be marked as True.","['https://en.wikipedia.org/wiki/Music_venue', 'https://www.kennedy-center.org/education/resources-for-educators/classroom-resources/media-and-interactives/media/music/guide-to-the-orchestra/', 'https://en.wikipedia.org/wiki/Concert']",,
257,entertainment,What prolific composer and producer of musicals has been a major force in the West End theater district?,Andrew Lloyd Webber is a prolific composer and producer of musicals who has been a major force in the West End theater district.,TRUE,"Based on the sources provided, Andrew Lloyd Webber has indeed been a prolific composer and producer of musicals, and he has had a significant impact on the West End theater district. According to his official website, he has composed 14 musicals that have run in London's West End, including ""Jesus Christ Superstar,"" ""Evita,"" ""Cats,"" and ""The Phantom of the Opera."" Additionally, he has won numerous awards for his work, including multiple Tony Awards and an Academy Award for Best Original Song. Therefore, the claim of fact is supported by the sources provided.","['https://en.wikipedia.org/wiki/Andrew_Lloyd_Webber', 'https://www.britannica.com/biography/Andrew-Lloyd-Webber-Baron-Lloyd-Webber-of-Sydmonton', 'https://www.andrewlloydwebber.com/about/']",,
258,entertainment,What show helped launched the career of Carrie Underwood?,The show that helped launch the career of Carrie Underwood is American Idol.,TRUE,"Carrie Underwood did indeed win American Idol in 2005, which helped launch her career. The sources provided (specifically the Wikipedia page and the Tulsa World article) confirm this fact.","['https://en.wikipedia.org/wiki/Carrie_Underwood', 'https://www.facebook.com/CCrazyDreams/videos/carrie-underwood-celebrates-20-years-of-american-idol/1004729966837347/', 'https://tulsaworld.com/news/local/history/throwback-tulsa-oklahomas-own-carrie-underwood-wins-american-idol-launching-her-career-on-this-day/collection_24ecd5df-e4fc-53d1-bb30-47c629182d6b.html']",,
