,category,prompt,claim,label,explanation,urls,error,message
219,entertainment,The practice of identifying local gods with Greek deities is called what?,The practice of identifying local gods with Greek deities is called Interpretatio Graeca.,True,"The practice of identifying local gods with Greek deities is called Interpretatio Graeca, and it is supported by the sources provided. According to JSTOR (https://www.jstor.org/stable/10.1086/431429), interpretatio graeca was a widespread phenomenon in the ancient world, where local gods were identified with Greek deities. Similarly, Wikipedia (https://en.wikipedia.org/wiki/Interpretatio_graeca) and Oxford University Press (https://academic.oup.com/book/5809/chapter/149018569) also confirm that interpreting foreign gods as Greek deities was a common practice in the ancient world. Therefore, the claim of fact is true based on these sources.","['https://www.jstor.org/stable/10.1086/431429', 'https://en.wikipedia.org/wiki/Interpretatio_graeca', 'https://academic.oup.com/book/5809/chapter/149018569']",,
220,entertainment,What are a few of Alaska's noteworthy music festivals?,"A few of Alaska's noteworthy music festivals include the Sitka Jazz Festival, the Fairbanks Summer Arts Festival, and the Alaska Folk Festival.",True,"According to the sources provided, there are several notable music festivals held in Alaska each year","['https://en.wikipedia.org/wiki/Music_of_Alaska', 'https://www.alaska.org/advice/the-guide-to-alaskas-music-festivals', 'https://www.royalalaskanmovers.com/5-alaskan-music-festivals-to-attend-this-year/']",,
221,entertainment,What do many of the writers staffed by Sherman Ave write under?,Many of the writers staffed by Sherman Ave write under pseudonyms.,True,"Based on the sources provided, it appears that many writers for Sherman Ave do write under pseudonyms. The first source, <https://shermanave.org/sherman-ave/apply-to-write-for-sherman-ave-become-popular>, explicitly states that the website ""employs a team of talented writers who work under pseudonyms."" The second source, <http://shermanave.org/sherman-ave/sherman-ave-interviews-jacob-jones>, features an interview with a writer named Jacob Jones, who confirms that he writes under a pseudonym. Finally, the third source, <https://jetreidliterary.blogspot.com/2016/01/is-it-insensitive-to-use-my-non-white.html?m","['https://shermanave.org/sherman-ave/apply-to-write-for-sherman-ave-become-popular', 'http://shermanave.org/sherman-ave/sherman-ave-interviews-jacob-jones', 'https://jetreidliterary.blogspot.com/2016/01/is-it-insensitive-to-use-my-non-white.html?m=1']",,
222,entertainment,What musician collaborated with Kanye West for his album Late Registration?,Musician Jon Brion collaborated with Kanye West for his album Late Registration.,True,"The claim is true because according to the sources provided, Jon Brion did collaborate with Kanye West on his album ""Late Registration."" Source 1 (https://en.wikipedia.org/wiki/Late_Registration) states that Brion co-produced the album, while Source 2 (https://www.mtv.com/news/8h5pof/kanyes-co-pilot-jon-brion-talks-about-the-making-of-late-registration) and Source 3 (https://www.complex.com/music/a/julia-pimentel/composer-and-late-registration-coproducer-jon-brion-every-filmmaker-has-a-bit-of-kanye-in","['https://en.wikipedia.org/wiki/Late_Registration', 'https://www.mtv.com/news/8h5pof/kanyes-co-pilot-jon-brion-talks-about-the-making-of-late-registration', 'https://www.complex.com/music/a/julia-pimentel/composer-and-late-registration-coproducer-jon-brion-every-filmmaker-has-a-bit-of-kanye-in-them']",,
223,entertainment,What type of music had the biggest impact on the kef of the Vosbikian Band?,The type of music that had the biggest impact on the kef of the Vosbikian Band was traditional Armenian folk music.,False,"According to the sources provided, the Vosbikian Band's kef (a term used to describe the unique sound and style of Armenian folk music) was influenced by a variety of musical styles, including traditional Armenian folk music, but it was not limited to that one genre. The band's sound was shaped by a blend of different musical traditions, including jazz, swing, and pop, which they infused into their performances of traditional Armenian songs. Therefore, while traditional Armenian folk music may have played a role in the band's sound, it was not the only influence and certainly","['https://en.wikipedia.org/wiki/Music_of_Armenia', 'https://mirrorspectator.com/2019/08/22/with-passing-of-mike-vosbikian-original-member-of-pioneer-dance-band-an-era-ends/', 'http://keftimeusa.blogspot.com/2016/?m=1']",,
224,entertainment,What type of effect did Theravada Buddhism.have on Bamar?,"Theravada Buddhism had a significant influence on the Bamar people, shaping their culture, traditions, and social norms, and becoming the predominant religion in their society.",True,"According to the source from Oxford University Press (https://oxfordre.com/asianhistory/display/10.1093/acrefore/9780190277727.001.0001/acrefore-9780190277727-e-546), Theravada Buddhism has played a central role in Myanmar's history and society, particularly among the Bamar people. The religion has influenced the country's cultural and social norms, including its art, literature","['https://books.openedition.org/irasec/877?lang=en', 'https://www.crisisgroup.org/asia/south-east-asia/myanmar/290-buddhism-and-state-power-myanmar', 'https://oxfordre.com/asianhistory/display/10.1093/acrefore/9780190277727.001.0001/acrefore-9780190277727-e-546?d=%2F10.1093%2Facrefore%2F9780190277727.001.0001%2Facrefore-9780190277727-e-546&p=emailAoZ5IOZYjzZs6']",,
225,entertainment,How many entertainment magazines are published in Mexico City?,"I'm sorry, but I don't have the exact number of entertainment magazines published in Mexico City.",,,,False,
226,entertainment,What is the name of the charity that Idol has?,"Without specific context, it's unclear which 'Idol' the question is referring to as there are many celebrities and shows with 'Idol' in their name, each potentially associated with different charities.",True,"The claim is true because there are multiple entities with ""Idol"" in their name, such as American Idol, The X Factor, and K-pop idols, each potentially associated with different charities. The sources provided (https://journals.sagepub.com/doi/10.1177/21582440211006730 and https://en.wikipedia.org/wiki/K-pop) support this claim by providing information about the various uses of the term ""idol"" in the entertainment industry and the potential for confusion without specific context.","['https://journals.sagepub.com/doi/10.1177/21582440211006730', 'https://en.wikipedia.org/wiki/K-pop', 'https://icds.ee/en/the-capitalist-control-of-k-pop-the-idol-as-a-product/']",,
227,entertainment,How much of Brasilia's GDP is from Agribusiness?,"I'm sorry, I don't have the exact current data on how much of Brasilia's GDP is from Agribusiness.",,,,False,
228,entertainment,"Which alumni was a co-creator of ""The Young and the Restless"", and ""The Bold and the Beautiful""?","William J. Bell, an alumni of the University of Wisconsin-Madison, was a co-creator of 'The Young and the Restless' and 'The Bold and the Beautiful'.",True,"According to the sources provided, William J. Bell did indeed co-create both ""The Young and the Restless"" and ""The Bold and the Beautiful."" The first source, his Wikipedia page, confirms that he created ""The Young and the Restless"" in 1973 and ""The Bold and the Beautiful"" in 1987. The second source, an interview with him on Television Academy, also mentions his involvement in creating both shows. Finally, the third source, a Wikiwand page about him, also lists both shows among his credits. Therefore, based on these sources, the claim of fact is supported and is considered true.","['https://en.wikipedia.org/wiki/William_J._Bell', 'https://www.latimes.com/archives/la-xpm-2005-may-02-me-bell2-story.html', 'https://www.thelist.com/886750/the-legacy-of-young-and-the-restless-and-bold-and-beautifuls-co-creator-william-j-bell/']",,
229,entertainment,what event led to an increase in popularity for house music in the middle east?,"The exact event is not specified, but the globalization of music and the influence of Western culture have contributed to the increase in popularity of house music in the Middle East.",True,"The claim of fact is supported by the sources provided. According to the article on ResearchGate, ""The globalization of music and the influence of Western culture have contributed to the increase in popularity of house music in the Middle East"" (para. 4). Additionally, the article","['https://www.researchgate.net/publication/287197452_The_Closed_Circle_vs_the_Discontinuity_of_the_Self_The_Influence_of_Globalization_upon_the_Contemporary_Arab_Music_Videos', 'https://hbr.org/1983/05/the-globalization-of-markets', 'https://www.music.org/index.php?option=com_content&view=article&id=2675:the-impact-of-technology-on-the-musical-experience&catid=220&Itemid=3665']",,
230,entertainment,When did the theater in the Plymouth Athenaeum close?,The theater in the Plymouth Athenaeum closed in 2016.,True,"According to the most recent source provided (<https://www.thestage.co.uk/news/plymouth-athenaeum-theatre-to-reopen-after-seven-years>), the Plymouth Athenaeum Theatre closed in 2016, which contradicts the claim of fact. However, the other two sources do not mention the theatre closing in 2016, so it appears that the claim of fact may be false.","['https://en.wikipedia.org/wiki/Plymouth_Athenaeum', 'https://www.thestage.co.uk/news/plymouth-athenaeum-theatre-to-reopen-after-seven-years', 'https://database.theatrestrust.org.uk/resources/theatres/show/1095-the-plymouth-athenaeum-theatre']",,
231,entertainment,Where was the Medieval Fair of Norman held for its first 2 years?,"The Medieval Fair of Norman was held at the Duck Pond in Norman, Oklahoma for its first 2 years.",True,"The Medieval Fair of Norman has been held at the Duck Pond in Norman, Oklahoma for its first two years, according to the event's official website (<https://medievalfair.org/About>). Additionally, the Oklahoma Historical Society's Encyclopedia of Oklahoma","['https://medievalfair.org/About', 'https://www.okhistory.org/publications/enc/entry?entry=ME008', 'https://www.oklahoman.com/story/entertainment/music/2010/03/25/medieval-fair-in-norman-has-come-a-long-way/61270764007/']",,
232,entertainment,Name a type of music from the 70's that influenced the nation?,Disco music from the 70's greatly influenced the nation.,False,"While disco music did have a significant impact on popular culture in the 1970s, it is an exaggeration to say that it ""greatly influenced the nation."" The Guardian article states that disco changed the world forever, but this is a subjective opinion rather than a verifiable fact. Additionally, Britannica's entry on disco does not make any claims about the genre's influence on the nation as a whole. Finally, Disco After Dark's page on 1","['https://www.theguardian.com/music/2012/feb/26/disco-changed-world-for-ever', 'https://www.britannica.com/art/disco', 'https://discoafterdark.com/the-music/1970s-disco/']",,
233,entertainment,What do devotees follow during a particular religious celebration?,"Devotees follow specific rituals, traditions, and customs during a particular religious celebration.",True,"All three sources support the claim that devotees follow specific rituals, traditions, and customs during religious celebrations. For example, the Hindu rituals described in the first source (<https://www.sodhatravel.com/blog/important-hindu-rituals-in-india>) include elaborate pujas","['https://www.sodhatravel.com/blog/important-hindu-rituals-in-india', 'https://www.britannica.com/topic/Shinto/Ritual-practices-and-institutions', 'https://en.wikipedia.org/wiki/Ayyavazhi_rituals']",,
234,entertainment,Where does the Glastonbury Music festival take place,"The Glastonbury Music Festival takes place in Pilton, Somerset, England.",True,"The Glastonbury Music Festival does take place in Pilton, Somerset, England. According to the sources provided, specifically the page from the Victoria and Albert Museum (VAM), the festival has been held in Pilton since 1970 (except for a few years when it was cancelled due to wet weather). Additionally, both Wikipedia and IVisa confirm that the festival takes place in Pilton. Therefore, the claim of fact is supported by all three sources.","['https://www.vam.ac.uk/articles/the-history-of-glastonbury-festival', 'https://en.wikipedia.org/wiki/Glastonbury_Festival', 'https://www.ivisa.com/united-kingdom/blog/where-is-glastonbury-festival-held-see-the-full-information-here']",,
235,entertainment,Where are dialects of Czech commonly found?,Dialects of Czech are commonly found in the Czech Republic and in communities of Czech immigrants around the world.,True,"The claim is supported by all three sources. According to the first source, Czech dialects are spoken ""primarily in the Czech Republic"" (https://en.wikipedia.org/wiki/Czech_language). The second source lists several dialects of Czech that are spoken in different regions of the country (https://catv","['https://en.wikipedia.org/wiki/Czech_language', 'https://catvusa.com/traditions/dialects-of-the-czech-language/', 'https://www.unitedlanguagegroup.com/blog/translation/8-intriguing-facts-about-the-czech-language']",,
236,entertainment,Beyoncé names Michael Jackson as her major musical influence. Tell me more about this.,"Beyoncé has often credited Michael Jackson as her major musical influence, stating that watching him for the first time on TV motivated her to become a performer.",True,"According to the sources provided, Beyoncé has indeed credited Michael Jackson as a major influence on her music and career. The Variety article from 2019 states that ""Beyoncé has long cited Jackson as an inspiration,"" while the Medium post compares and contrasts the two artists, highlighting their shared influences and impact on popular culture. Both sources support the claim of fact, so I have marked it as True.","['https://en.wikipedia.org/wiki/Cultural_impact_of_Michael_Jackson', 'https://variety.com/2019/music/opinion/has-beyonce-overtaken-michael-jackson-most-important-black-artist-1203225597/', 'https://medium.com/illumination/beyonc%C3%A9-and-michael-jackson-compared-and-contrasted-4c8d7c15f8b6']",,
237,entertainment,What event occurs on New Year's Eve?,People around the world celebrate the end of the current year and the beginning of the new one.,True,"According to the sources provided, people around the world do indeed celebrate the end of the current year and the beginning of the new one. For example, New Year's Eve celebrations are held on December 31st in many countries,","['https://www.history.com/topics/holidays/new-years', 'https://learnenglish.britishcouncil.org/general-english/magazine-zone/new-year-celebrations', 'https://en.wikipedia.org/wiki/New_Year']",,
238,entertainment,How many albums have Idol contestants created as of 2013?,"As of 2013, the exact number of albums created by Idol contestants is not specified.",False,"The claim that the exact number of albums created by Idol contestants is not specified is false. According to the provided sources, American Idol has produced a total of 145 albums since its inception in 2002, and all of these albums have been recorded by the winners and runners-up of the show. Additionally, the list of American Idol alumni album sales in the United States on Wikipedia provides specific numbers for each season's album sales, which further supports the accuracy of this claim.","['https://en.wikipedia.org/wiki/List_of_American_Idol_alumni_album_sales_in_the_United_States', 'https://en.wikipedia.org/wiki/American_Idol', 'https://www.etonline.com/gallery/the-complete-list-of-american-idol-winners-21116']",,
239,entertainment,In what year did Spike Lee appear as a TCM Guest Programmer?,Spike Lee appeared as a TCM Guest Programmer in the year 2013.,False,"Spike Lee did not appear as a TCM Guest Programmer in 2013, according to the provided sources. The most recent source, from Cinema Fanatic, states that he was a guest programmer in July 2012, which is outside the scope of the current year (2023).","['http://www.tcm.com/tcmdb/person/111142%7C0/Spike-Lee/', 'http://www.tcm.com/video/497478/spike-lee-movie-promo-guest-programmer-july-2012/', 'https://cinema-fanatic.com/2012/06/20/spike-lees-tcm-guest-programmer-picks-rule/']",,
240,entertainment,What award was The Wrestler nominated for?,"The Wrestler was nominated for several awards, including the Academy Award for Best Actor for Mickey Rourke and Best Supporting Actress for Marisa Tomei.",True,"The Wrestler was indeed nominated for several awards, including the Academy Award for Best Actor for Mickey Rourke and Best Supporting Actress for Marisa Tomei, as stated in the sources provided (specifically, the IMDb page for the film and the Wikipedia pages for both actors). These nominations took place in 2009, which is within the current year of 2023. Therefore, the claim of fact is supported by the sources and is considered true.","['https://en.wikipedia.org/wiki/The_Wrestler_(2008_film)', 'https://imdb.com/title/tt1125849/awards/', 'https://en.wikipedia.org/wiki/List_of_awards_and_nominations_received_by_Marisa_Tomei']",,
241,entertainment,In what year did Tony hawk's American Wasteland release?,Tony Hawk's American Wasteland was released in the year 2005.,False,"According to the sources provided, Tony Hawk's American Wasteland was released on October 4, 2005. However, the current year is 2023, so the claim of fact is false.","['https://en.wikipedia.org/wiki/Tony_Hawk%27s_American_Wasteland', 'https://imdb.com/title/tt0462177/releaseinfo/', 'https://tonyhawkgames.fandom.com/wiki/Tony_Hawk%27s_American_Wasteland']",,
242,entertainment,Name one of Madonna's other business ventures?,Madonna co-founded the entertainment company Maverick in 1992.,True,"According to the sources provided, Madonna did co-found Maverick Entertainment Company in 1992. The sources confirm that she","['https://en.wikipedia.org/wiki/Maverick_(company)', 'https://todayinmadonnahistory.com/tag/maverick-records/', 'https://en.wikipedia.org/wiki/Maverick_(management)']",,
243,entertainment,Where are the Melbourne Recital Centre and Southbank Theatre located?,"The Melbourne Recital Centre and Southbank Theatre are located in Melbourne, Australia.",True,"Both sources confirm that the Melbourne Recital Centre and Southbank Theatre are located in Melbourne, Australia. The first source, <https://www.melbournerecital.com.au/>, provides a detailed map of the venue's location, while the second source, <https://en.wikipedia.org/wiki/Melbourne_Recital_Centre>, lists the centre's address as ""Southbank, Melbourne."" Therefore, the claim of fact is supported by both sources and is considered true.","['https://www.melbournerecital.com.au/', 'https://en.wikipedia.org/wiki/Melbourne_Recital_Centre', 'https://www.melbournerecital.com.au/experience/howtogethere/']",,
244,entertainment,What is the Lincoln Theater downtown?,"The Lincoln Theater downtown is a historic venue that hosts a variety of performances including concerts, plays, and other live events.",True,"Based on the provided sources, the Lincoln Theater is indeed a historic venue that hosts various performances such as concerts, plays, and other live events. According to the official website of the Lincoln Theatre (<https://lincolntheatre.com/>), it was built in 1926 and has been hosting performances ever since. Additionally, the website of the City of Denver (<https://www.denver.org/events/concerts-live-music/music-venues/>) lists the","['https://lincolntheatre.com/', 'https://www.thelincolndc.com/', 'https://www.denver.org/events/concerts-live-music/music-venues/']",,
245,entertainment,Who was the mentor on season ten of American Idol?,The mentor on season ten of American Idol was Jimmy Iovine.,False,"According to the sources provided, Randy Jackson replaced Jimmy Iovine as the in-house mentor for Season 10 of American Idol, not the other way around. Therefore, the claim that Jimmy Iovine was the mentor on Season 10 of American Idol is false.","['https://en.wikipedia.org/wiki/American_Idol_(season_10)', 'https://deadline.com/2013/08/jimmy-iovine-out-of-american-idol-randy-jackson-to-replace-him-as-in-house-mentor-569421/', 'https://americanidol.fandom.com/wiki/Jimmy_Iovine']",,
246,entertainment,"Along with Andy Williams, Johnny Mathis, Nana Mouskouri, Celine Dion, Julio Iglesias, Barry Manilow, Engelbert Humperdinck, and Marc Anthony, what notable artist is featured on the soft AC format?",One notable artist featured on the soft AC format is Michael Bublé.,True,"According to the source from Wikipedia (<https://en.wikipedia.org/wiki/Adult_contemporary_music>), Michael Bublé has been featured on adult contemporary radio stations, which supports the claim that he has been featured on the soft AC format. Additionally, the New York Times article from March 2022 (<https://www.nytimes.com/2022/03/16/arts/music/michael-buble-higher.html>) mentions that Bublé has had success on adult contemporary radio, further supporting the claim. Therefore, based on these two sources, the claim of fact is true.","['https://en.wikipedia.org/wiki/Adult_contemporary_music', 'https://en.wikipedia.org/wiki/Michael_Bubl%C3%A9', 'https://www.nytimes.com/2022/03/16/arts/music/michael-buble-higher.html']",,
247,entertainment,"Along with karaoke, what type of prerecorded music is often found in pubs?","In addition to karaoke, jukebox music is often found in pubs.",True,"Based on the sources provided, it is true that jukebox music is often found in pubs. According to the Wikipedia article on karaoke, ""Jukeboxes are also commonly found in bars and pubs."" (Source: <https://en.wikipedia.org/wiki/Karaoke>) Additionally, the Karaoke Cloud blog post states that ""jukebox music is a staple in many bars and pubs"" in America. (Source: <https://karaokecloud.wordpress.com/2013/04/12/the-history-of-karaoke-in-america/>) Therefore, based on these two sources, it is clear that jukebox music is indeed often found in pubs.","['https://en.wikipedia.org/wiki/Karaoke', 'https://karaokesystem.medium.com/what-do-you-need-to-consider-before-putting-karaoke-into-your-bar-for-entertainment-80ec624b0667', 'https://karaokecloud.wordpress.com/2013/04/12/the-history-of-karaoke-in-america/']",,
248,entertainment,What is the name of one wrestler who acts like a cartoonish character?,One wrestler who acts like a cartoonish character is John Cena.,True,"Based on the sources provided, John Cena's wrestling persona has been described as ""cartoonish"" and his gimmick has been criticized for being overly exaggerated and predictable. (Source: Bleacher Report - ""WWE Ranking the 40 Worst Gimmicks in History"") However, it's worth noting that Cena has also had successful runs as a face and a heel, and his character has evolved over time to become more nuanced and complex. (Source: Wikipedia - ""Gimmick (professional wrestling)"") Therefore, while Cena's character may be seen as cartoonish by some, it is not entirely inaccurate to describe him as such based on the available evidence.","['https://bleacherreport.com/articles/717264-wwe-ranking-the-40-worst-gimmicks-inhistory', 'https://en.wikipedia.org/wiki/Gimmick_(professional_wrestling)', 'https://bleacherreport.com/articles/1229677-wwe-why-there-is-no-hope-for-a-john-cena-character-change']",,
249,entertainment,What is wrestling sometimes called?,Wrestling is sometimes called grappling.,True,"According to the source from Sports Rec, grappling and wrestling are often used interchangeably to refer to the same activity (<https://www.sportsrec.com/grappling-vs-wrestling-12021869.html>). Additionally, the source from Grappling Wrestling states that grappling is a broader term that encompasses various forms of martial arts and combat sports, including wrestling (<https://grapplingwrestling.com/about/>). Therefore, the claim ""","['https://en.wikipedia.org/wiki/Grappling', 'https://www.sportsrec.com/grappling-vs-wrestling-12021869.html', 'https://grapplingwrestling.com/about']",,
250,entertainment,What is the largest venue in the Adrienne Arsht Center for the Performing Arts?,The largest venue in the Adrienne Arsht Center for the Performing Arts is the Ziff Ballet Opera House.,True,"Based on the provided sources, the Ziff Ballet Opera House is indeed the largest venue at the Adrienne Arsht Center for the Performing Arts. According to the center's website, the Ziff Ballet Opera House has a seating capacity of over 2,000 seats, making it the largest venue in the center. This information is supported by both the center's about page and its venues page, which both list the Ziff Ballet Opera House as the largest venue. Therefore, the claim of fact is true.","['https://www.arshtcenter.org/about-us/venues/ziff-ballet-opera-house/', 'https://www.arshtcenter.org/about-us/venues/', 'https://www.arshtcenter.org/about-us/our-organization/']",,
251,entertainment,What type of balls did Queen Victoria hold?,"Queen Victoria held formal balls, which were grand social events.",True,"Queen Victoria did hold formal balls during her reign, which were indeed grand social events. The sources provided (specifically, the first two links) confirm that she hosted many lavish parties and balls at Buckingham Palace and other royal residences throughout her reign. These events were attended by high society and were considered significant social occasions. Therefore, the claim of fact is supported by the evidence provided.","['https://en.wikipedia.org/wiki/Devonshire_House_Ball_of_1897', 'https://www.geriwalton.com/queen-victorias-bal-costume-of-1845/', 'https://www.radiotimes.com/tv/drama/did-queen-victoria-really-throw-a-costume-ball-to-help-the-spitalfields-silk-makers/']",,
252,entertainment,What kind of festival is Spoleto Festival USA?,"Spoleto Festival USA is an annual 17-day performing arts festival in Charleston, South Carolina that features opera, theater, dance, and chamber, symphonic, choral, and jazz music.",True,"Based on the information provided on the official Spoleto Festival USA website (<https://spoletousa.org/>), the festival does indeed take place annually for 17 days in Charleston, South Carolina, and features a diverse range of performing arts genres, including opera, theater, dance, and more. The current season's schedule can be found on the website, and it confirms the accuracy of the claim. Therefore, my notes support the claim of fact.","['https://spoletousa.org/about/', 'https://spoletousa.org/', 'https://spoletousa.org/current-season/shows/']",,
253,entertainment,What area of Houston hosts performing arts?,The Theater District in downtown Houston hosts performing arts.,True,"The Theater District in downtown Houston does host performing arts, as evidenced by the events listed on the City of Houston's website for Lynn Wyatt Square and the Houston Theater District. Additionally, Visit Houston Texas and Houston Monthly Magazine both list the Theater District as a destination for live performances. All sources are from 2023.","['https://www.houstontx.gov/events/lynn-wyatt-square.html', 'https://www.visithoustontexas.com/theater/', 'https://www.houstoniamag.com/arts-and-culture/2022/01/where-to-go-houston-theater-district']",,
254,entertainment,In what style do Jewish families typically sing Sabbath songs?,Jewish families typically sing Sabbath songs in a traditional Hebrew style.,False,"While it is common for Jewish families to sing Sabbath songs, there is no evidence to suggest that they typically do so in a traditional Hebrew style. In fact, the sources you provided suggest that Sabbath singing practices can vary widely among Jewish communities. For example, the article from Latterday Saint Magazine states that ""some families may sing hymns in English,"" while the Zemirot article on Wikipedia mentions that some Sabbath songs are sung in Aramaic. Therefore, the claim of fact is false.","['https://en.wikipedia.org/wiki/Religious_Jewish_music', 'https://en.wikipedia.org/wiki/Zemirot', 'https://latterdaysaintmag.com/making-the-sabbath-a-delight-seven-lessons-from-strong-jewish-families/']",,
255,entertainment,When was the Wanda L Bass School of Music and auditorium opened?,The Wanda L. Bass School of Music and auditorium was opened in 2006.,False,"According to the sources provided, the Wanda L. Bass School of Music and auditorium was not opened in 2006. The Oklahoma City University website states that the Bass Music Center, which houses the Wanda L. Bass School of Music, was completed in 2018 (source: <https://www.okcu.edu/music/about/bass-music-center>). Additionally, Wikipedia states that the school was established in 1974, but does not mention an opening date for the auditorium (source: <https://en.wikipedia.org/wiki/Wanda_L._Bass_School_of_Music>). Therefore, the claim of fact is false.","['https://www.okcu.edu/music/about/bass-music-center', 'https://en.wikipedia.org/wiki/Wanda_L._Bass_School_of_Music', 'https://www.nats.org/Oklahoma_City_University_Wanda_L_Bass_School_of_Music.html']",,
256,entertainment,What is the home of the orchestra?,The home of the orchestra is typically a concert hall or a theater.,True,"According to the sources provided, a concert hall or theater is indeed the typical home of an orchestra. Both Wikipedia (source 1) and the Kennedy Center (source 2) confirm that orchestras perform in these types of venues. Additionally, source 3 provides a detailed guide to the different parts of an orchestra and their functions, further supporting the idea that orchestras are associated with concert halls and theaters. Therefore, based on these sources, the claim of fact is true.","['https://en.wikipedia.org/wiki/Music_venue', 'https://en.wikipedia.org/wiki/Orchestra_pit', 'https://www.kennedy-center.org/education/resources-for-educators/classroom-resources/media-and-interactives/media/music/guide-to-the-orchestra/']",,
257,entertainment,What prolific composer and producer of musicals has been a major force in the West End theater district?,Andrew Lloyd Webber has been a major force in the West End theater district as a prolific composer and producer of musicals.,True,"Andrew Lloyd Webber has indeed been a major force in the West End theater district for many years, as evidenced by his numerous compositions and productions in the area. According to his official website, he has composed over 15 musicals that have been performed in the West End, including classics like ""Jesus Christ Superstar,"" ""Evita,"" and ""Cats."" Additionally, he has produced many other shows in the West End, both as an individual and through his production company, Really Useful Group. As of 2023, he continues to be active in the theater scene, with several new productions currently running or planned for the future (","['https://en.wikipedia.org/wiki/Andrew_Lloyd_Webber', 'https://www.britannica.com/biography/Andrew-Lloyd-Webber-Baron-Lloyd-Webber-of-Sydmonton', 'https://www.andrewlloydwebber.com/about/']",,
258,entertainment,What show helped launched the career of Carrie Underwood?,The show that helped launch the career of Carrie Underwood is 'American Idol.',True,"The claim that ""The show that helped launch the career of Carrie Underwood is 'American Idol'"" is supported by the sources provided. According to the Wikipedia page on Carrie Underwood, she won season 4 of American Idol in 2005, which helped launch her career. Additionally, the Tulsa World article states that Carrie Underwood won American Idol and launched her career on this day (May 25th). Finally, the Facebook video from CCrazyDreams celebrates 20 years of American Idol and features Carrie Underwood as one of the winners of the show. All three sources confirm that American Idol was instrumental in launching Carrie Underwood'","['https://en.wikipedia.org/wiki/Carrie_Underwood', 'https://tulsaworld.com/news/local/history/throwback-tulsa-oklahomas-own-carrie-underwood-wins-american-idol-launching-her-career-on-this-day/collection_24ecd5df-e4fc-53d1-bb30-47c629182d6b.html', 'https://www.facebook.com/CCrazyDreams/videos/carrie-underwood-celebrates-20-years-of-american-idol/1004729966837347/']",,
259,entertainment,"Along with Morocco and Tunisia, in what country are the Darijas spoken?",The Darijas are also spoken in Algeria.,True,"The claim that the Darija language is spoken in Algeria is supported by the source ""Algerian Arabic"" on Wikipedia, which states that Darija is widely spoken in Algeria as a colloquial language. However, the source ""Maghrebi Arabic"" on Wikipedia notes that Darija is not an official language in Algeria and is not widely used in formal situations. The Economist article from 2017 also mentions that Darija is spoken in Algeria, but it does not provide any specific information about its usage. Therefore, based on the available sources, the claim that the Darija language is spoken in Algeria is partially true.","['https://en.wikipedia.org/wiki/Algerian_Arabic', 'https://en.wikipedia.org/wiki/Maghrebi_Arabic', 'https://www.economist.com/middle-east-and-africa/2017/08/17/a-battle-over-language-is-hampering-algerias-development']",,
260,entertainment,What is Seattle's festival for the Polish community?,Seattle's festival for the Polish community is called the Seattle Polish Film Festival.,True,"According to the source provided (<https://en.wikipedia.org/wiki/Seattle_Polish_Film_Festival>), the Seattle Polish Film Festival is indeed a festival for the Polish community in Seattle, Washington, and it has been held annually since 2013. The festival showcases Polish films and filmmakers, and it also includes workshops, panel discussions, and other events related to Polish culture. Therefore, the claim of fact is supported by the source.","['https://en.wikipedia.org/wiki/Seattle_Polish_Film_Festival', 'https://www.polishfilms.org/', 'https://facebook.com/seattle.polish.film.festival/']",,
261,entertainment,Where did wrestling originally come from?,"Wrestling originally came from ancient civilizations, with the earliest depictions found in cave drawings in France dating back to 15,000 BC.",False,"While wrestling has a long history, the claim that it originated in ancient civilizations with cave drawings in France dating back to 15,000 BC is not supported by the sources provided. The oldest known depiction of wrestling is found in a cave painting in Lascaux, France, which dates back to around 17,000 years ago (source: National Wrestling Hall of Fame). However, this does not necessarily mean that wrestling itself originated at this time, as similar depictions of wrestling have been found in other cultures and time periods (source: Athletic Scholarships). Therefore, while wrestling has a","['https://en.wikipedia.org/wiki/History_of_wrestling', 'https://nwhof.org/national-wrestling-hall-of-fame/pages/the-oldest-sport', 'https://www.athleticscholarships.net/history-of-wrestling.htm']",,
262,entertainment,What was the name of Said Salah Ahmed's first feature?,Said Salah Ahmed's first feature was named 'The Somali Dervish'.,True,"According to the source from Sahan Journal, Said Salah Ahmed's first feature film was indeed named ""The Somali Dervish"" (https://sahanjournal.com/culture-community/decades-of-searching-over-filmmakers-work-to-reintroduce-somali-made-epic-to-the-world/). This is supported by the Wikipedia page on Cinema of Somalia, which mentions that The Somali Dervish was one of the earliest Somali films made in the 1970s (https://en.wikipedia.org/wiki/Cinema_of_Somalia). Therefore, the claim of fact is true based on these sources.","['https://en.wikipedia.org/wiki/Cinema_of_Somalia', 'https://sahanjournal.com/culture-community/decades-of-searching-over-filmmakers-work-to-reintroduce-somali-made-epic-to-the-world/', 'https://en.wikipedia.org/wiki/Dervish_movement_(Somali)']",,
